glotto;language name;latitude;longitude;comment;Source;author;title;publication;publisher;school;address;year;edition;entryType;booktitle;editor;link;date of entry;link to source;family;Kinship;Pronouns;ISO;Classification;location;marriage_rule
uabm1237;Atoni (Uab Meto);-9.77;124.14 ;;Schulte Nordholt, R. G. 1981. The political system of the Atoni of Timor. (Verhandelingen van het Koninklijk Instituut voor Taal-, Land- en Volkenkunde, 60.) 's Gravenhage: Martinus Nijhoff. 555pp ;Schulte Nordholt, R. G.;The political system of the Atoni of Timor;Verhandelingen van het Koninklijk Instituut voor Taal-, Land- en Volkenkunde, 60.;;;;no date;;article;;Nijhoff, Martinus;;20170614;http://glottolog.org/resource/reference/id/472332;Austronesian;x;;;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Central Malayo-Polynesian > Timoric A > Western Timoric A > Uab Metoic > uabm1237;;
bann1247;Bannoni;-6.23;155.13 ;;Lincoln, Peter Craig. 1976. Describing Banoni: An Austronesian Language of Southwest Bougainville. Ann Arbor: UMI. (Doctoral dissertation, University of Hawai'i at Mānoa. 312pp.) ;Lincoln, Peter Craig;Describing Banoni: An Austronesian Language of Southwest Bougainville;;University of Hawai'i at Mānoa;University of Hawai'i at Mānoa;Hawai'i;1976;;phdthesis;;;;20170614;http://glottolog.org/resource/reference/id/18369;Austronesian;x;;;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > Meso Melanesian linkage > New Ireland-Northwest Solomonic linkage > St George linkage > Northwest Solomonic > Banoni-Piva > bann1247;;
bari1288;Bario Kelabit bari1288;3.32;115.43 ;;Janowski, Monica. Being 'Big', Beeing 'Good': Feeding, kinship, potency and status among the Kelabit of Sarawak. In: Kinship and Food in South East Asia. Nordic Institute of Asian Studies. NIAS No. 38. Edited by Monica Janowski and Fiona Kerlogue. 2007.;Janowski, Monica;Being 'Big', Beeing 'Good': Feeding, kinship, potency and status among the Kelabit of Sarawak;Kinship and Food in South East Asia, NIAS No. 38;Nordic Institute of Asian Studies;;;2007;;misc;;Janowski, Monica & Kerlogue, Fiona;;20170614;https://books.google.de/books?id=ScykJxGVNXYC&pg=PA96&lpg=PA96&dq=kelabit+kinship&source=bl&ots=b6oYHySdrG&sig=OqoGIumbOlPCdywSbgn-6LYy82Q&hl=en&sa=X&ved=0ahUKEwif99qo87zUAhWHKVAKHbHbApoQ6AEIKDAA#v=onepage&q=kelabit%20kinship&f=false;Austronesian;x;;;Austronesian > Malayo-Polynesian > North Borneo Malayo-Polynesian > North Sarawakan > Dayic > Kelabitic > Kelabit > bari1288;;
bilb1241;Bilibil;-5.27;145.76 ;;Dempwolff, Otto. 1909. Beiträge zur Kenntnis der Sprache von Bilibili. Mitteilungen des Seminars für Orientalische Sprachen 12. 221-261. ;Dempwolff, Otto;Beiträge zur Kenntnis der Sprache von Bilibili;Mitteilungen des Seminars für Orientalische Sprachen 12. 221-261;;;;1909;;article;;;;20170614;http://glottolog.org/resource/reference/id/121232;Austronesian;x;;;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > North New Guinea linkage > Ngero-Vitiaz linkage > Vitiaz linkage > Bel-Roinji-Nenaya > Bel > Western Bel > bilb1241;;
buka1261;Bukat;1.29;113.25 ;;Shanthi Thambiah. 2007. The emergence of the ethnic category Bhuket: diversity and the collective hunter-gatherer identity in Borneo. In Sercombe, Peter and Bernard Sellato (eds.), Beyond the green myth: Borneo's hunter-gatherers in the 21st century, 91-109. Copenhagen: Nordic Institute of Asian Studies. ;Thambiah, Shanthi;The emergence of the ethnic category Bhuket: diversity and the collective hunter-gatherer identity in Borneo;Beyond the green myth: Borneo's hunter-gatherers in the 21st century, 91-109;Nordic Institute of Asian Studies;;Copenhagen;2007;;article;;Sercombe, Peter & Sellato, Bernard ;;20170614;http://glottolog.org/resource/reference/id/56723;Austronesian;x;;;Austronesian > Malayo-Polynesian > North Borneo Malayo-Polynesian > Sarawak-Melanau-Kajang > Punan-Muller-Schwaner > Punan > Bukitanic-Busangic > Bukat-Ukit-Beketan-Lugat-Lisum > buka1261;;
buru1303;Buru;-3.44;126.63 ;;Charles E. Grimes. 1991. The Buru Language of Eastern Indonesia. Canberra: Dept. of Linguistics, Research School of Pacific Studies, Australian Natl. Univ. (Doctoral dissertation, Australian National University. xvi+562pp.) ;Grimes, Charles E. ;The Buru Language of Eastern Indonesia;;Dept. of Linguistics, Research School of Pacific Studies, Australian Natl. Univ.;Dept. of Linguistics, Research School of Pacific Studies, Australian Natl. Univ.;Canberra;1991;;phdthesis;;;;20170614;http://glottolog.org/resource/reference/id/155236;Austronesian;x;;;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Central Malayo-Polynesian > Central Maluku > West Central Maluku > Buru-Sula-Taliabo > Sula-Buru > Buruic > buru1303;;
cebu1242;Cebuano;8.39;124.37 ;;Wolff, John Ulrich. 1972. A dictionary of Cebuano Visayan. Cornell University, Southeast Asia Program and Linguistic Society of the Philippines. xx+1164pp. (2 vols.) ;Wolff, John Ulrich;A dictionary of Cebuano Visayan;;Cornell University, Southeast Asia Program and Linguistic Society of the Philippines;;;1972;;book;;;;20170614;http://glottolog.org/resource/reference/id/317904;Austronesian;x;;;Austronesian > Malayo-Polynesian > Greater Central Philippine > Central Philippine > Bisayan > cebu1242;;
cham1312;Chamorro;15.23;145.75 ;;Edward R. von Preissig. 1918. Dictionary and Grammar of the Chamorro Language of the Island of Guam. Washington: Government Printing Office. vi+235pp. ;von Preissig, Edward R.;Dictionary and Grammar of the Chamorro Language of the Island of Guam;;Government Printing Office;;;1918;;book;;;;20170614;http://glottolog.org/resource/reference/id/54796;Austronesian;x;;;Austronesian > Malayo-Polynesian > cham1312;;
beka1241;Riuk Bekati' (Dayak);1.33;109.58 ;;Sudarsono, P. D. 2002. Description of the Bakatik Dayak language. (Doctoral dissertation, LaTrobe University. xxvii+545pp.) ;Sudarsono, P. D.;Description of the Bakatik Dayak language;;LaTrobe University;LaTrobe University;;no date;;phdthesis;;;;20170614;http://glottolog.org/resource/reference/id/465833;Austronesian;x;;;Austronesian > Malayo-Polynesian > Land Dayak > Benyadu-Bekati > Bakati' > beka1241;;
dobu1241;Dobu;-9.63;150.82 ;;Martin B. Atchison. 1995. Dobuan grammar. Cymru: Joseph Biddulph. 60pp. ;Atchison, Martin B.;Dobuan grammar;;Joseph Biddulph ;;;1995;;book;;;;20170616;http://glottolog.org/resource/reference/id/439087;Austronesian;x;;;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > Papuan Tip linkage > Nuclear Papuan Tip linkage > North Papuan Mainland-D'Entrecasteaux linkage > Dobu-Duau linkage > dobu1241;;
iliu1237;Ili'uun;-7.84;125.90 ;;de Josselin de Jong, Jan Petrus Benjamin. 1947. Studies in Indonesian Culture II: The community of Erai (Wetar) (Texts and Notes). (Verhandelingen van het Koninklijke Nederlandsche Akademie van Wetenschappen, Adf.~Letterkunde: Nieuwe Reeks, L:2.) Amsterdam: Noord-Hollandsche Uitgevers-Maatschappij. 152pp. ;de Jong, Josselin and Benjamin, Jan Petrus;Studies in Indonesian Culture II: The community of Erai (Wetar);;Nederlandsche Akademie van Wetenschappen;;Amsterdam;1947;;misc;;;;20170616;http://glottolog.org/resource/reference/id/116668;Austronesian;x;;;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Central Malayo-Polynesian > Timoric A > Northern Timoric A > Wetar > iliu1237;;
gadd1244;Gaddang;16.55 ;121.18 ;;Calimag, Estrella de Lara. 1965. A Gaddang word list with English equivalents. (MA thesis, Columbia University. 286pp.) ;Calimag, Estrella de Lara;A Gaddang word list with English equivalents;;Columbia University;Columbia University;;1965;;masterthesis;;;;20170616;http://glottolog.org/resource/reference/id/12140;Austronesian;x;;;Austronesian > Malayo-Polynesian > Northern Luzon > Cagayan Valley > Ibanagic > Gaddangic > Cagayan-Baliwon Gaddang > gadd1244;;
alan1249;Alangan;13.10;121.02 ;;Barbian, Karl-Josef. 1977. English-Mangyan vocabulary. Cebu City: University of San Carlos. 156pp. ;Barbian, Karl-Josef;English-Mangyan vocabulary;;University of San Carlos;;Cebu City;1977;;book;;;;20170616;http://glottolog.org/resource/reference/id/301821;Austronesian;x;;;Austronesian > Malayo-Polynesian > North Mangyan > alan1249;;
west2559;Western Tawbuid (Batangan);12.82;121.03 ;;Barbian, Karl-Josef. 1977. English-Mangyan vocabulary. Cebu City: University of San Carlos. 156pp. ;Barbian, Karl-Josef;English-Mangyan vocabulary;;University of San Carlos;;Cebu City;1977;;book;;;;20170616;http://glottolog.org/resource/reference/id/301821;Austronesian;x;;;Austronesian > Malayo-Polynesian > Greater Central Philippine > South Mangyan > Buhid-Taubuid > Batangan > west2559;;
buhi1245;Buhid;12.64;121.21 ;;Barbian, Karl-Josef. 1977. English-Mangyan vocabulary. Cebu City: University of San Carlos. 156pp. ;Barbian, Karl-Josef;English-Mangyan vocabulary;;University of San Carlos;;Cebu City;1977;;book;;;;20170616;http://glottolog.org/resource/reference/id/301821;Austronesian;x;;;Austronesian > Malayo-Polynesian > Greater Central Philippine > South Mangyan > Buhid-Taubuid > buhi1245;;
hanu1241;Hanunoo;12.42 ;121.22 ;;Barbian, Karl-Josef. 1977. English-Mangyan vocabulary. Cebu City: University of San Carlos. 156pp. ;Barbian, Karl-Josef;English-Mangyan vocabulary;;University of San Carlos;;Cebu City;1977;;book;;;;20170616;http://glottolog.org/resource/reference/id/301821;Austronesian;x;;;Austronesian > Malayo-Polynesian > Greater Central Philippine > South Mangyan > hanu1241;;
rata1245;Ratagnon;12.28;121.19 ;;Barbian, Karl-Josef. 1977. English-Mangyan vocabulary. Cebu City: University of San Carlos. 156pp. ;Barbian, Karl-Josef;English-Mangyan vocabulary;;University of San Carlos;;Cebu City;1977;;book;;;;20170616;http://glottolog.org/resource/reference/id/301821;Austronesian;x;;;Austronesian > Malayo-Polynesian > Greater Central Philippine > Central Philippine > Bisayan > West Bisayan > Kuyan > Datagnon-Santa Teresa-Semirara > rata1245;;
iray1237;Iraya;13.38;120.65 ;;Barbian, Karl-Josef. 1977. English-Mangyan vocabulary. Cebu City: University of San Carlos. 156pp. ;Barbian, Karl-Josef;English-Mangyan vocabulary;;University of San Carlos;;Cebu City;1977;;book;;;;20170616;http://glottolog.org/resource/reference/id/301821;Austronesian;x;;;Austronesian > Malayo-Polynesian > North Mangyan > iray1237;;
tady1237;Tadyawan;13.02;121.31 ;;Barbian, Karl-Josef. 1977. English-Mangyan vocabulary. Cebu City: University of San Carlos. 156pp. ;Barbian, Karl-Josef;English-Mangyan vocabulary;;University of San Carlos;;Cebu City;1977;;book;;;;20170616;http://glottolog.org/resource/reference/id/301821;Austronesian;x;;;Austronesian > Malayo-Polynesian > North Mangyan > tady1237;;
iban1264;Iban;2.09;112.93 ;;Cultures of the Pacific. Edited by Thomas G. Harding, Ben J. Wallace;Harding,  Thomas G.;Cultures of the Pacific;;;;New York;1970;;book;;;;20170620;;Austronesian;x;;;Austronesian > Malayo-Polynesian > Malayo-Sumbawan > North and East Malayo-Sumbawan > Malayic > Nuclear Malayic > Ibanic > iban1264;;
iban1267;Ibanag;17.42;121.89 ;;Ibanag indigenous religious beliefs: a study in culture and education / Marino Gatan ;Gatan, Marino;Ibanag indigenous religious beliefs: a study in culture and education;;University of Michigan Library;;Michigan;2005;;book;;;;20170620;;Austronesian;x;;;Austronesian > Malayo-Polynesian > Northern Luzon > Cagayan Valley > Ibanagic > iban1267;;
idaa1241;Ida'an;5.29;118.52 ;;Nelleke Goudswaard. 2005. The Begak (Ida'an) Language of Sabah. 107. Utrecht: LOT. (Doctoral dissertation, Vrije Universiteit Amsterdam. xix+520pp.) ;Goudswaard, Nelleke;The Begak (Ida'an) Language of Sabah;;Vrije Universiteit Amsterdam;Vrije Universiteit Amsterdam;Utrecht, Amsterdam;2005;;phdthesis;;;;20170620;http://glottolog.org/resource/reference/id/82814;Austronesian;x;;dbj;Austronesian > Malayo-Polynesian > North Borneo Malayo-Polynesian > Northeast Sabahan > idaa1241;;
mele1250;Mele-Fila (Ifira-Mele);-17.68;168.28 ;;Samuel H. Elbert. no date. A vocabulary of Mele and Fila words. Ms. 18pp. ;Elbert, Samuel H.;A vocabulary of Mele and Fila words;Pacific And Regional Archive for Digital Sources in Endangered Cultures ;;;;1900;;misc;;;;20170620;http://glottolog.org/resource/reference/id/321062;Austronesian;x;;mxe;Austronesian > Malayo-Polynesian > Central-Eastern Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Central Pacific linkage > Tokelau-Fijian > Polynesian > Nuclear Polynesian > Vanuatu-Loyalty Outliers > Mele-Futuna > mele1250;;
ilok1237;Iloko (Ilokano);15.94;120.99 ;;Agcaoili, Aurelio Solver. 2011. English-Ilokano Dictionary. Quezon City: Cornerstone of Arts & Sciences. 1008pp. ;Agcaoili, Aurelio Solver;English-Ilokano Dictionary;;Cornerstone of Arts & Sciences;;Quezon;no date;;misc;;;;20170620;http://glottolog.org/resource/reference/id/108643;Austronesian;x;;ilo;Austronesian > Malayo-Polynesian > Northern Luzon > ilok1237;;
ivat1242;Itbayat;20.38;121.97 ;;Yamada, Yukihiro. 1966. A preliminary Itbayaten vocabulary. Quezon: Institute of Asian Studies, University of the Philippines. 244pp. ;Yamada, Yukihiro;A preliminary Itbayaten vocabulary;;Institute of Asian Studies, University of the Philippines;;Quezon;1966;;book;;;;20170620;http://glottolog.org/resource/reference/id/108643;Austronesian;x;;ivv;Austronesian > Malayo-Polynesian > Batanic > Yami-Itbayat > ivat1242;;
indo1316;Indonesian;-7.33;109.72 ;;;unknown3;no title;;;;;no date;;misc;;;;20170621;;Austronesian;x;;ind;Austronesian > Malayo-Polynesian > Malayo-Sumbawan > North and East Malayo-Sumbawan > Malayic > Nuclear Malayic > Indonesian Archipelago Malay > indo1316;;
java1254;Javanese;-0.57;110.89 ;;Robson, S. O. The Terminology of Javanese Kinship. Bijdragen tot de Taal-, Land- en Volkenkunde Deel 143, 4de Afl. (1987), pp. 507-518 ;Robson, S. O.;The Terminology of Javanese Kinship;Bijdragen tot de Taal-, Land- en Volkenkunde;Brill;;;1987;143;misc;;;;20170621;;Austronesian;x;;jav;Austronesian > Malayo-Polynesian > Javanesic > Modern Javanese > java1254;;
ahin1234;Kalinga (Ahin-Kayapa Kalanguya);16.32;120.90 ;Kinship terms may have come from Ilokano;Afable, Patricia Okubo. 1989. Language, culture, and society in a Kallahan community, northern Luzon, Philippines. (Doctoral dissertation, New Haven: Yale University. 599pp.) ;Afable, Patricia Okubo;Language, culture, and society in a Kallahan community, northern Luzon, Philippines;;Yale University;Yale University;New Haven;1989;;phdthesis;;;;20170621;http://glottolog.org/resource/reference/id/128937;Austronesian;x;;kak;Austronesian > Malayo-Polynesian > Northern Luzon > Meso-Cordilleran > South-Central Cordilleran > Southern Cordilleran > West Southern Cordilleran > Nuclear Southern Cordilleran > Kalanguya > ahin1234;;
saar1237;Saaroa;23.26;120.71 ;;Chia-jung Pan. 2012. A Grammar of Lha'alua, an Austronesian Language of Taiwan. (Doctoral dissertation, James Cook University. 417pp.) ;Pan, Chia-jung;A Grammar of Lha'alua, an Austronesian Language of Taiwan;;James Cook University;James Cook University;;2012;;phdthesis;;;;20170621;http://glottolog.org/resource/reference/id/309525;Austronesian;x;;sxr;Austronesian > Tsouic > Kanakanavu-Saaroa > saar1237;;
pamp1243;Pampanga (Kampampangan);14.96;120.50 ;;Parker, Luther. 1905. An English-Spanish-Pampango dictionary. Manila: American Book and News Co. 164pp. ;Parker, Luther;An English-Spanish-Pampango dictionary;;American Book and News Co;American Book and News Co;Manila;1905;;phdthesis;;;;20170621;http://glottolog.org/resource/reference/id/82207;Austronesian;x;;pam;Austronesian > Malayo-Polynesian > Central Luzon > pamp1243;;
lamm1241;Western Pantar;-8.53;124.06 ;;Gary Holton. Kinship in the Alor-Pantar Languages. In Marian Klamer (ed.), The Alor-Pantar languages, 199–245. Language Science Press. ;Holton, Gary;Kinship in the Alor-Pantar Languages;Studies in Diversity Linguistics 3;Language Science Press;;;2015;;incollection;Studies in Diversity Linguistics 3;Klamer, Marian;;20170621;http://glottolog.org/resource/reference/id/476215;Timor-Alor-Pantar;x;;;Timor-Alor-Pantar > Alor-Pantar > lamm1241;;
teiw1235;Teiwa;-8.38;124.17 ;;Gary Holton. Kinship in the Alor-Pantar Languages. In Marian Klamer (ed.), The Alor-Pantar languages, 199–245. Language Science Press. ;Holton, Gary;Kinship in the Alor-Pantar Languages;Studies in Diversity Linguistics 3;Language Science Press;;;2015;;incollection;Studies in Diversity Linguistics 3;Klamer, Marian;;20170621;http://glottolog.org/resource/reference/id/476215;Timor-Alor-Pantar;x;;;Timor-Alor-Pantar > Alor-Pantar > Teiwa-Sar > teiw1235;;
